"序号","时间戳","帧类型","帧格式","CAN类型","ID","状态","数据长度","数据内容"
"5037","11:12:24.969","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5038","11:12:24.969","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA DA 84 38 12 21 1F"
"5039","11:12:24.980","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5040","11:12:24.980","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA E1 84 78 10 21 1F"
"5041","11:12:24.980","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5042","11:12:24.980","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA E7 84 68 0D 21 1F"
"5043","11:12:24.980","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5044","11:12:24.980","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA EC 84 68 0D 21 1F"
"5045","11:12:24.980","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5046","11:12:24.980","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA F0 84 68 0D 21 1F"
"5047","11:12:24.980","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5048","11:12:24.980","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA F3 84 58 0D 21 1F"
"5049","11:12:24.980","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5050","11:12:24.980","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA F9 84 38 0E 21 1F"
"5051","11:12:24.992","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5052","11:12:24.992","标准帧","数据帧","CAN","0x0","接收成功","8","11 CA FF 84 38 10 21 1F"
"5053","11:12:24.992","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5054","11:12:24.992","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 03 84 18 12 21 1F"
"5055","11:12:24.992","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5056","11:12:24.992","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 04 84 18 12 21 1F"
"5057","11:12:24.992","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5058","11:12:24.992","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 07 84 08 13 21 1F"
"5059","11:12:24.992","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5060","11:12:24.992","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 07 84 08 14 21 1F"
"5061","11:12:24.992","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5062","11:12:24.992","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 0F 84 08 16 21 1F"
"5063","11:12:24.992","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5064","11:12:24.992","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 13 84 08 16 21 1F"
"5065","11:12:24.992","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5066","11:12:24.992","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 15 84 18 16 21 1F"
"5067","11:12:25.002","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5068","11:12:25.002","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 19 84 38 15 21 1F"
"5069","11:12:25.002","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5070","11:12:25.002","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 1B 84 48 14 21 1F"
"5071","11:12:25.002","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5072","11:12:25.002","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 1E 84 68 13 21 1F"
"5073","11:12:25.013","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5074","11:12:25.013","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 31 84 58 0F 21 1F"
"5075","11:12:25.013","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5076","11:12:25.013","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 38 84 38 0E 21 1F"
"5077","11:12:25.013","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5078","11:12:25.013","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 3C 84 38 0F 21 1F"
"5079","11:12:25.013","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5080","11:12:25.013","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 41 84 38 11 21 1F"
"5081","11:12:25.013","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5082","11:12:25.013","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 49 84 28 11 21 1F"
"5083","11:12:25.013","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5084","11:12:25.013","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 4E 84 18 12 21 1F"
"5085","11:12:25.023","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5086","11:12:25.023","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 50 84 18 12 21 1F"
"5087","11:12:25.023","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5088","11:12:25.023","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 57 84 38 12 21 1F"
"5089","11:12:25.023","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5090","11:12:25.023","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 58 84 38 12 21 1F"
"5091","11:12:25.023","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5092","11:12:25.023","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 5D 84 48 11 21 1F"
"5093","11:12:25.023","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5094","11:12:25.023","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 60 84 58 11 21 1F"
"5095","11:12:25.023","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5096","11:12:25.023","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 62 84 48 10 21 1F"
"5097","11:12:25.023","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5098","11:12:25.023","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 68 84 58 0F 21 1F"
"5099","11:12:25.023","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5100","11:12:25.023","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 6A 84 58 0E 21 1F"
"5101","11:12:25.034","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5102","11:12:25.034","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 70 84 58 0E 21 1F"
"5103","11:12:25.034","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5104","11:12:25.034","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 75 84 48 0E 21 1F"
"5105","11:12:25.034","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5106","11:12:25.034","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 7A 84 38 0F 21 1F"
"5107","11:12:25.034","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5108","11:12:25.034","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 80 84 38 10 21 1F"
"5109","11:12:25.044","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5110","11:12:25.044","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 8B 84 28 12 21 1F"
"5111","11:12:25.044","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5112","11:12:25.044","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 8F 84 08 13 21 1F"
"5113","11:12:25.044","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5114","11:12:25.044","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 97 84 28 14 21 1F"
"5115","11:12:25.044","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5116","11:12:25.044","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 9B 84 18 14 21 1F"
"5117","11:12:25.044","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5118","11:12:25.044","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB 9F 84 28 13 21 1F"
"5119","11:12:25.044","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5120","11:12:25.044","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB A0 84 28 13 21 1F"
"5121","11:12:25.055","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5122","11:12:25.055","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB A6 84 58 13 21 1F"
"5123","11:12:25.055","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5124","11:12:25.055","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB AA 84 58 12 21 1F"
"5125","11:12:25.055","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5126","11:12:25.055","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB AD 84 58 12 21 1F"
"5127","11:12:25.055","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5128","11:12:25.055","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB AF 84 58 12 21 1F"
"5129","11:12:25.055","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5130","11:12:25.055","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB B3 84 58 10 21 1F"
"5131","11:12:25.055","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5132","11:12:25.055","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB B4 84 58 10 21 1F"
"5133","11:12:25.055","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5134","11:12:25.055","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB B7 84 48 10 21 1F"
"5135","11:12:25.055","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5136","11:12:25.055","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB BE 84 58 0F 21 1F"
"5137","11:12:25.055","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5138","11:12:25.065","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB C2 84 48 0F 21 1F"
"5139","11:12:25.065","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5140","11:12:25.065","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB C2 84 48 0F 21 1F"
"5141","11:12:25.065","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5142","11:12:25.065","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB C6 84 48 10 21 1F"
"5143","11:12:25.065","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5144","11:12:25.065","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB CA 84 48 10 21 1F"
"5145","11:12:25.065","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5146","11:12:25.065","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB CE 84 38 0F 21 1F"
"5147","11:12:25.065","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5148","11:12:25.065","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB D3 84 48 0F 21 1F"
"5149","11:12:25.065","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5150","11:12:25.065","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB D7 84 38 11 21 1F"
"5151","11:12:25.065","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5152","11:12:25.065","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB D8 84 38 11 21 1F"
"5153","11:12:25.077","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5154","11:12:25.077","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB DB 84 38 12 21 1F"
"5155","11:12:25.077","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5156","11:12:25.077","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB DE 84 28 11 21 1F"
"5157","11:12:25.077","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5158","11:12:25.077","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB DE 84 28 11 21 1F"
"5159","11:12:25.077","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5160","11:12:25.077","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB E2 84 38 12 21 1F"
"5161","11:12:25.077","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5162","11:12:25.077","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB E6 84 28 12 21 1F"
"5163","11:12:25.077","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5164","11:12:25.077","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB EB 84 28 13 21 1F"
"5165","11:12:25.077","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5166","11:12:25.077","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB EF 84 48 13 21 1F"
"5167","11:12:25.077","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5168","11:12:25.077","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB F3 84 38 12 21 1F"
"5169","11:12:25.088","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5170","11:12:25.088","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB F6 84 48 12 21 1F"
"5171","11:12:25.088","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5172","11:12:25.088","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB F9 84 48 12 21 1F"
"5173","11:12:25.088","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5174","11:12:25.088","标准帧","数据帧","CAN","0x0","接收成功","8","11 CB FD 84 38 11 21 1F"
"5175","11:12:25.088","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5176","11:12:25.088","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 02 84 58 11 21 1F"
"5177","11:12:25.088","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5178","11:12:25.088","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 03 84 58 11 21 1F"
"5179","11:12:25.088","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5180","11:12:25.088","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 07 84 58 10 21 1F"
"5181","11:12:25.088","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5182","11:12:25.088","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 0A 84 48 10 21 1F"
"5183","11:12:25.088","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5184","11:12:25.088","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 0D 84 48 10 21 1F"
"5185","11:12:25.099","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5186","11:12:25.099","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 12 84 48 10 21 1F"
"5187","11:12:25.099","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5188","11:12:25.099","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 17 84 18 12 21 1F"
"5189","11:12:25.099","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5190","11:12:25.099","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 1A 84 28 13 21 1F"
"5191","11:12:25.099","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5192","11:12:25.099","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 1B 84 18 13 21 1F"
"5193","11:12:25.099","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5194","11:12:25.099","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 1E 84 18 13 21 1F"
"5195","11:12:25.099","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5196","11:12:25.099","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 1F 84 18 13 21 1F"
"5197","11:12:25.099","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5198","11:12:25.099","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 23 84 08 15 21 1F"
"5199","11:12:25.110","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5200","11:12:25.110","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 2F 84 38 14 21 1F"
"5201","11:12:25.110","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5202","11:12:25.110","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 32 84 48 12 21 1F"
"5203","11:12:25.110","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5204","11:12:25.110","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 33 84 48 12 21 1F"
"5205","11:12:25.110","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5206","11:12:25.110","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 38 84 58 11 21 1F"
"5207","11:12:25.110","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5208","11:12:25.110","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 3D 84 68 10 21 1F"
"5209","11:12:25.110","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5210","11:12:25.110","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 3E 84 68 0F 21 1F"
"5211","11:12:25.110","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5212","11:12:25.110","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 44 84 78 0E 21 1F"
"5213","11:12:25.110","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5214","11:12:25.110","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 47 84 78 0D 21 1F"
"5215","11:12:25.120","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5216","11:12:25.120","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 4A 84 68 0D 21 1F"
"5217","11:12:25.120","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5218","11:12:25.120","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 4F 84 58 0D 21 1F"
"5219","11:12:25.120","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5220","11:12:25.120","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 50 84 48 0E 21 1F"
"5221","11:12:25.120","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"5222","11:12:25.120","标准帧","数据帧","CAN","0x0","接收成功","8","11 CC 54 84 38 0E 21 1F"
